JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
1.8,0.6,10.7,52.4,81.6,960.9,991.2,606.4,108,120.5,104.9,17.8,3056.9
3.2,0.3,4.9,10.2,54.6,698.4,1401.6,454.2,708.4,180.4,50.8,132.2,3699.2
0.7,0,0,4.1,202.8,536.5,1405.5,593.8,304.4,185,79.3,5.3,3317.4
2.4,0,4.8,23.7,93.2,1108.2,1070,465.6,245.3,127.2,0.7,0,3141.1
0,0.2,0,6.4,83.1,767.3,777.3,586.9,172.9,222.2,36.1,0,2652.3
23,0,0,0.5,29.8,593.6,1173.4,535,273.3,128.5,22.1,56.8,2836
7,0,2.7,91.3,19,845.9,1166.3,1026.1,223.6,87.7,55.8,9.8,3535.2
0,3.1,0.9,46.1,38,708.6,1904.9,766.6,128,56.8,2.5,0,3655.5
4,1,3.7,6.3,200.1,943.1,1285.6,315.6,293.8,68.8,47.8,3.2,3172.9
0,0,5,6.2,40.2,1042.2,589.5,651.2,441.7,177.8,67,0,3020.8
0,0,0,3.2,71,749.5,830.1,538.3,110.3,160.8,41.6,17.5,2522.3
1.1,0,0,30.5,64,787.6,1261.5,789.2,160.8,220.9,80.1,0.4,3395.9
0,0.4,0.5,10.6,74.2,786.5,1048,410.7,161,339.1,1.2,4,2836.3
0,0,0,7.2,36.9,743.2,1583.7,933.8,302.8,125.9,102.7,36.6,3872.7
0.1,2.3,2,48.8,75.2,785,773.2,388.9,304,168.3,96.9,4.2,2648.7
0,0,0.3,25.2,88.7,1051.4,633.5,617,587.8,208.7,255.2,0,3467.9
0,29.8,7.1,10.2,52.6,1075.7,766.1,597.6,500.5,319.6,64.8,0,3424.1
3.4,0.3,3.9,11.4,699.5,564.4,360.6,485.4,134.3,64.7,168.8,14.2,2510.9
0,0,0,2.4,74.4,669.9,960.9,632.7,208.3,236.2,124,9.3,2918.1
2.1,0,0.1,72.7,29.2,813.3,1107.5,464.7,133.5,129.8,36.3,0,2789.2
13,0,3.5,62.4,18.6,699.4,871.9,841.6,327.1,128.6,41.3,0,3007.4
6.5,3.1,0,44.8,123.4,763.1,1333.2,564.9,314.4,89.8,89.4,0,3332.6
0.8,0.2,32.2,9.8,52.8,604.8,1627.2,1013.2,283.3,44.4,6.6,5.8,3681.1
0,0,14.8,46,47.2,889.6,1515.4,602.7,282.7,94.4,30.8,5.2,3528.9
0,0,17.1,20.8,176.6,1176.4,1117.2,733.7,81.5,213.2,27.7,17.2,3581.3
12.3,2,0.1,7.3,15.3,686.3,976.4,850.3,258.7,143.6,4,0.1,2956.4
0,0,0.6,21.5,80.1,683.4,1313.2,535.8,319.9,110.5,151.3,0,3216.4
0.1,29.3,21.7,36.3,17.1,844.6,1108.8,836.6,107.4,316.4,12,9.3,3339.6
1.9,0.2,2.5,105.6,114.7,1361.6,901.3,566.9,265.2,281.9,61.4,0.2,3663.6
1.2,0.2,0,19.3,171.5,910.9,706.8,420.8,401.2,254.1,14.2,12.6,2913
0,0,2.4,33.4,85.1,673.4,1244,1201.9,255.6,183.5,106.7,56.5,3842.4
0,0,0,25.4,255.4,661.5,1072.4,457.2,469.9,348.7,125.6,7.3,3423.4
0,0.1,5.4,60.6,360.3,1031.9,1326.6,481.3,502.5,292.8,42.3,35.6,4139.5
7.4,0.6,1,16,24.4,1095.6,827.5,678.2,184.2,143.2,32.7,1,3011.8
2,0,0.7,11.3,25.2,674,1168.1,425.5,312.5,245,11.9,9.9,2886
0,0.9,23.3,14.7,138.7,1075.6,981.6,562.3,195.6,219.4,108.6,4.1,3324.7
0,0,5.7,110.1,30.3,740.8,1531.7,365.7,274.1,240.8,11.8,3.2,3314.2
0,0,15.5,43.3,138.2,1025.3,950.2,429.9,374,134.3,39.9,0.3,3150.9
0,0,5.4,35.9,8.4,725.7,903.9,631.4,127.3,232.6,73.4,0.2,2744.2
0.1,0,0.2,26.9,131,713.8,1155.7,1247.4,100.4,222.5,120.5,5.5,3723.9
4.1,1.2,5.5,18.1,60.5,869.7,589.8,561.6,224.9,122.8,21.6,35.3,2515.1
0,1.7,0.3,77.2,72.5,1104.8,1338.3,540.3,189.5,129.9,25.9,22.4,3502.6
22.4,1.7,1.3,7.1,455.2,941.8,994.4,314.5,461.5,280.2,97,0,3577.2
0,0.7,18.2,3.3,106.5,777.8,1204,451.2,61.6,267.6,81.9,11.8,2984.5
2.6,0,0,19.7,24.5,824.7,1296.1,493.2,294.7,63.2,60.7,0,3079.3
0,1.5,3.9,41.7,80.8,1227,1001.2,1086.6,231.5,148.9,180.6,37.7,4041.4
1.7,9.2,13.9,45.2,18.7,630.6,1247.9,899.5,389.5,48.7,7.1,26.3,3338
16.5,0,8.4,55.6,66.1,848.8,1102.9,973.2,301.3,90.6,163,0.2,3626.6
3.3,0,1.2,12,293.1,691.6,1157.1,585.4,438,148.8,32,0,3362.4
0,1,0.2,3.9,89.3,801.6,1506.7,456.1,716.5,136.6,54.1,0.1,3766.1
0,0,0.9,55.4,70.7,940.2,1083.4,441.1,268.9,187.1,76.2,0.4,3124.3
0,0.5,0,35.4,84.8,912.1,816.6,631.4,54.7,335.5,0,25.6,2896.6
0.3,0,0,48.2,8.6,666.2,1630.1,633.6,160,313.4,2.9,0,3463.3
0.5,0,21.6,61.1,89.8,1034.4,1357.4,688.7,421.8,133.6,0.6,12.1,3821.5
0.3,0,4.7,29.9,360.3,962.7,639.3,702.2,458.2,361.1,31,2.8,3552.5
0,0.8,1,78.4,412.7,1001,1155.8,520,267.6,288.5,129.9,0.7,3856.6
0,0,1.5,8.5,168,755.8,1101.1,703.9,98,189,148.9,0.1,3174.8
0.5,0.1,1.7,46.6,184.8,1031.4,1253.7,705.8,296.9,114.1,49.1,2.8,3687.4
0,0,0,30.4,204.4,994.4,1727,704.1,521.6,75.3,52,21.7,4330.8
0,0,8.5,40.7,393.7,790.6,1053.2,510.5,450.5,169,87.6,0,3504.2
0,0,0.9,47.7,635,1013,1884.9,936.3,702.8,309.6,21,2.7,5553.9
0.2,3.4,0.1,31.6,359.4,405.4,1307.9,1080.9,413.5,313.4,18.5,83.3,4017.7
1.1,0.7,28.6,38.5,86,682.3,887.6,1013.8,181,233.7,8.2,10,3171.3
0,0,2.6,5.8,23.4,631.7,864,978.1,363.9,200.2,53.1,17.6,3140.5
2.5,0,0,9.7,39.7,797.8,1002.5,577.2,196.8,25.1,20.1,159.8,2831.1
3.7,0,0.8,11.8,196,577.9,1122.4,278.3,299.6,191.9,231.5,62.8,2976.6
2,0,0.1,18.5,86.7,658.7,1368.5,673.4,237.1,124.8,7.4,4.5,3181.8
2,0,6.3,43.7,19.2,826.6,1550.5,456.3,304.9,221.4,30.1,0.1,3461
0,0,1.2,44.8,49.9,704.8,1253.9,488.2,542.7,163.4,82.6,11.4,3342.9
0,0,2,30.9,260.4,843.7,1259.2,1130.5,328.7,157.8,28.7,0,4042
0,0.1,0.4,23.5,268.3,1113.2,1017,532.6,215.6,55.2,7,2.5,3235.2
0,0.5,0.2,17,153.4,716.9,1068.8,522.9,131.2,201.6,38.7,5.8,2856.9
0,0,0,15.3,83,765.5,982.1,915.9,178.5,140.7,39.6,5.4,3126
0,0,5.5,25.8,168.1,474.7,1465.9,741.7,361.8,182.4,7.6,0,3433.5
0.3,0,7,8,103,1327.8,1095.5,958.6,537.1,199.5,63.1,0.1,4300
0,0,8.1,20.3,35.8,492.7,1187.1,644.4,346.4,50.3,138.3,10.6,2933.9
0,1.9,3.3,24.7,116.1,855.7,1290.3,441.1,266.5,198.5,180.8,0,3379
0.3,0.5,0,11.8,251.6,1212.6,1222.5,745.4,206.7,121.5,76.3,13.8,3862.9
0.8,0.2,0.2,11.7,12.2,735.3,962.7,619.4,238.6,127.3,111.8,3.3,2823.4
0,0,0.8,78.6,57.1,1193.3,1057.7,1004.7,199.5,95,71.3,4.1,3762
0.7,0,1.9,17,58.1,1013.7,1049.3,1187.4,340.7,119.9,56.7,3.2,3848.6
0,0.3,0.3,3.2,87.5,808.6,1258.7,1579.1,151.8,138.3,62.6,0.3,4090.9
0,0,0,0,24.4,712.6,1160.4,1231.8,596.5,140.9,50.3,25.2,3942.2
4.3,6,34.2,46.7,24,1110.2,1084.1,613.6,196.8,227.9,11.2,0.1,3359
5.3,0,1.6,12.9,76.9,977.9,668.5,844.3,130.6,258.6,27.5,11.7,3015.7
0.3,0.1,4.8,6.2,20.9,976.5,723.3,808.9,176.3,102.2,112.5,2.5,2934.5
0,0,0.2,1.7,63.5,728.3,704.5,715.6,180.6,232.2,74.9,14.7,2716.2
0,0.2,0,32,28.4,689.3,1295.8,832.6,451.9,122.7,2.4,11.3,3466.6
0,0,8.4,22.4,53.6,982.5,914.4,829.3,234.7,138.1,31.9,0.3,3215.6
1.7,0,0.1,5.2,343.2,997,1110.8,1087,265.4,215,93.6,1.5,4120.4
0.1,0,0.3,47.7,95.9,939.9,1501.7,896.5,79.5,111.8,45.6,0.7,3719.7
0,0,0,17.2,77,873.2,1087.5,1097.5,354.3,133.6,241.8,0,3882.2
0,0.1,6.7,21.7,68.3,591.2,1397.3,742,214.3,347.4,40.8,51.5,3481.3
3.5,0,6.3,72.9,44.1,1221.1,1748.2,907,268.1,336,28.6,0.5,4636.3
3.7,0,0.7,21.1,137.8,535.8,1375.7,685.1,348.5,192,57.4,0,3357.8
0.3,0,0.4,20.3,26.2,787,1122.6,617.9,289.3,259.5,27.5,37.8,3188.9
0.7,0,14.9,21.5,23.1,818.6,1494.1,1146,117.1,148.5,109.8,59.2,3953.6
0,0,1.4,6.6,72,966.4,1092,633.9,572.8,271,80.6,11.3,3707.9
0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9
14.9,0.5,0.9,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.4,3351.3
0.6,0.4,0.4,71.4,156.9,930,926.9,654.4,151.8,169.7,48.6,0.6,3111.6
0.6,11.2,0.5,30.9,164,764.5,545.7,731.3,163.5,360,20.7,0.3,2793.1
0.1,3.6,8.4,37.3,10.2,973.8,970.6,637.5,236,183.7,10.7,0,3071.9
0,0,6.3,24.7,329.2,805.8,718.1,874.5,154.4,104.7,52.1,0,3070
0.5,0.2,0,72.5,45,821.6,1177.3,692,456.2,178.7,24.6,2.3,3470.9
1,0,4.7,5.9,355.7,800.1,1100.8,855.6,404.1,212,97.4,0,3837.3
0,0,0.6,40.2,61.1,952,1004.4,980.4,630.5,152.8,37.5,0.8,3860.2
0,14.8,161.4,33.4,64.3,850.7,687.8,886.3,383.3,91.6,19.3,13.5,3206.4
0.4,0,35.2,24.5,100.7,450.3,1778.9,486.1,530.7,287.4,132.4,35.4,3862
14.4,0.4,3.5,62.2,80.2,682.7,1200.2,637.5,468.4,294.7,231.5,11,3686.8
4.8,3.8,8.7,66.1,49.3,1018.4,1080.5,861.3,545.2,178.8,81.5,10.2,3908.6
NA,11.4,5.1,77,22.9,650.9,754.6,1027.6,382,115.1,68,3.6,NA
2.4,19.6,19,28.5,100.4,1153,1515.3,680.2,379.1,265.1,56.9,10,4229.4
0,0.3,1.9,40.5,181.9,507,1155.4,1121,379.3,226.4,40,30.8,3684.4
1.4,1,32.3,72.2,150.3,735.3,930.9,575.2,260.3,208.5,124.2,14.3,3106
3.5,18.8,7.1,67.2,65.5,120.5,151.9,115.1,128.8,80,13.6,0.9,773
0,0,0.3,22.5,34.4,111.3,83.2,78.1,146.7,118.8,35.7,85.1,716.1
3.5,0,0.1,6.9,53.4,102.8,209.4,146.4,189.3,166.4,34.3,16,928.5
0.2,0.3,8.5,11,46.3,120.6,91.6,48.5,165.1,86.5,0,0,578.6
0,6,2.6,16,51.2,99.6,60.1,139.2,42.2,85,4.4,0,506.2
21.3,0,0.2,2.6,30,142,120.3,182.1,116,86.2,24.3,58.9,783.8
1.1,0,12.1,96.9,5.6,90.6,155.1,185.2,165.8,10.3,17.9,6.1,746.7
1.3,0.3,2.4,16,20.7,62.6,154.9,86.1,232.7,16.9,1.1,0.1,595.1
2.4,0.1,10.1,11.8,55.3,110.3,140.4,175.6,106.2,50,12,1.6,675.8
0,0,4.5,2.5,28.2,78.2,127.9,195.5,186.3,104.1,32.3,0,759.4
0,0,5.1,3.1,43.2,87.6,151.5,71.6,67.4,61.4,8.8,10.3,510
0,12.5,0,42.6,38.2,43.7,226.2,158,104.4,104.9,28.3,0,758.7
0,0.9,0,16.3,76.7,104,150.9,45,89.3,85.4,2.5,1.3,572.3
0,0,0.6,19.5,34.2,74.4,220.9,237.1,152.1,24.9,43,18.2,824.8
26.5,2.4,25.6,32.4,40.3,107.2,150.1,57.8,173.6,89.3,42.6,5.5,753.3
0,1.2,0.2,22.7,60.1,97.4,234,82.4,190.8,197.3,201.8,0,1087.9
0,21.1,22.7,11.7,20.2,117,77.8,164.2,192.6,137.2,59.4,0,823.8
5.9,0.2,2.3,22.5,117.3,43.3,37,61.2,150.8,19.6,62.5,5.5,528
10.6,0.3,0.1,13.2,64.7,124.2,72.7,41,228.5,84.3,85,2.5,727.1
2.6,0,0,25.1,32.3,75.3,82.6,56.5,139.5,54.3,2.2,0,470.3
0.2,0,1.2,33.6,5.4,63.5,158.2,41.7,49.4,125.3,104.5,0,582.8
24.5,1.5,0.2,30.2,40.4,70.7,108.1,40.4,35.9,64.9,92.1,0,509
0.2,13.2,32.9,21.4,28.2,38.2,229.4,64.4,163.1,9.4,0,2.3,602.8
5.1,0,6,42,22,68.3,120.4,117.9,155.1,37.9,13.4,3.1,591.2
0,0,7.3,34.3,79,74.1,113.7,77.5,108.7,118.7,16.6,12.9,642.6
24.8,1,2.1,4.5,37.1,65.5,123,138.4,161.7,22.1,0.8,0,581
0,1.4,4.4,9.3,34.4,123.9,161,54.3,184.7,24.7,82.7,0,680.8
0.5,28.4,13.2,18.2,20.5,153.6,130.2,73.4,210.7,102.6,0.3,17,768.5
2,24.9,2.7,49,37.8,105.6,67.4,33,167.2,91.3,16,1.2,598
0,0.3,3.1,9.5,56.2,94.1,61,61.1,189.4,130.8,22.8,4.3,632.7
0,0.1,4.5,30.6,33.1,114.1,134.9,70.1,195.1,51.7,65.6,19.4,719.2
0,1.9,0.6,24.8,46.5,49.9,165.3,160.4,113.9,146.8,98.5,0.1,808.8
0.1,2.8,13.6,50.1,84.1,113.2,131.6,158.9,149.4,160.7,52.3,30.4,947.3
1.2,0,0.3,29.5,9.9,70.8,212.3,98.9,67.5,58.9,41.8,0,591.2
13.9,0.4,0.1,30.1,13.1,120.8,106.8,204.3,80.5,131.7,11.5,1.7,714.9
0,18.4,5.9,13.3,50.4,101.5,62.7,59.5,136.4,50.8,62.7,3,564.7
0,14,12.8,63.4,16.4,54.4,124.8,36.6,109.6,113.5,0,6.9,552.4
0,4.9,43.4,15.6,45.6,119,142.1,190.4,200.9,44.2,8,1,815.1
0,0,5.5,11.1,12.9,87.9,113.2,157.8,115.8,122.1,27.6,0,653.9
2,0,0.1,31,64.5,122.7,118.3,138,111.9,115.2,18.6,14.4,736.8
10.7,3.9,7.2,11.2,24.9,64.7,106.3,80.3,164.6,52.5,0.3,9.1,535.7
0,3.2,0.4,30.2,35.7,138.5,111.7,143.7,57.4,33.8,4.2,26.7,585.7
6.7,0.8,3.1,31.6,117.8,115.6,128.8,71.8,200.9,174.1,28,0,879.2
0,3.2,30.3,12.3,44.8,92.6,174.6,28,140.5,158.8,37.1,0,722.1
0.3,0,0,11.2,21.3,69.7,191.9,95.7,92.8,57.6,3.5,0,544
0,7.6,3.8,44.2,56.8,106.7,135,127.9,146.2,75.5,102,3.3,808.9
8.6,6.7,11.1,13.9,29,102.9,175.5,217,161.3,38.4,13.4,8.6,786.3
0.9,0,7.9,40.1,38.2,72.6,110.3,147.3,155.9,79,126.3,0.1,778.3
0,1.5,6.4,15.2,72.9,82.5,114.1,100.5,265.4,94.1,10.7,0,763.3
0,6.8,4,8.2,51.9,94.9,122.6,120.8,180.4,109.8,7,0,706.5
0,0,4.5,17.3,63.8,117.6,179,64.8,149,101.2,10.4,0.8,708.4
0,8,0.1,32.1,98.3,52.9,132,64.7,85.2,141.6,0,13.7,628.5
0,0,0.1,38.9,5.8,127.8,192.4,91.6,186.2,248.3,0,0,891.2
0,0,16.9,19.7,44.9,80.1,216.4,152.7,78.2,62.8,0.2,11.4,683.3
0.1,0,10,30.7,92.4,128.7,140.7,223.3,197.2,132,12,0,967.1
0,2.8,1.1,30.2,64,96.8,314.1,117.9,144.9,164.6,100.1,2.4,1039
0,0.9,5.5,25.5,70,115.4,146.6,188.8,87.8,174.3,23.1,0,837.8
2,0.2,7.3,46,100.3,55.2,174.8,179.7,71.2,83.7,31,0.5,752
0.1,0,0.6,26.2,43.8,163.2,155.1,90.6,148.8,52.3,17.2,0.6,698.5
0,0,14.9,17.2,79.6,86.8,96.4,29.4,313.9,32.9,20.4,0.1,691.6
0.1,0.6,6.4,32.1,102.1,99.9,245.4,78.4,33.1,144.9,5.6,0,748.6
0,5,2.9,58.8,52.5,82.1,140.1,144.7,165.7,99.3,25.4,62.4,839.1
0,10.9,33.9,34.4,78.9,113.1,73.9,195.5,63,178.6,1,0,783.1
0,0.8,4.3,16.9,14.6,97.6,211.7,129.2,289.1,110.8,22.4,2.4,899.8
1.3,0,0.5,14,17.2,110.4,185.9,120,150.1,3.8,2.8,26.8,632.9
13.4,0.3,5.5,10.6,82.9,68.9,145.5,80.7,160.6,54.8,92,8.4,723.6
1.2,0,11.8,34.6,32.5,74.1,187.1,72.5,141.9,80,1.7,8.4,645.7
1.9,15.8,2.7,41.2,32.2,92.4,162.3,47.6,202.5,98.5,29.9,0.3,727.3
0,0,4.1,14.9,40.6,89.4,151.1,159.2,121.5,113.7,33.5,1.3,729.1
0.4,0.2,1,31.5,76.5,80.7,131.5,199.9,173.2,95.7,0,0,790.8
0.9,0,0.3,23.9,69.3,102.2,53.7,121,109,131.2,0.6,0,612.1
0,2.4,1.3,19.5,45.9,79.4,100.8,40.7,126.3,47.2,34.4,1.4,499.4
0,0,0.2,10.1,29.7,136.2,101.3,154,100.6,212.5,5.6,0.5,750.8
0,0,5,23.9,83.9,93.3,98.9,92.2,242.5,176.9,0.5,0,817.3
8.2,1.1,5.6,7.2,59.6,104.2,238.6,109.6,214.8,323.1,21.6,0.1,1093.7
0,0,5.5,35.1,11.1,82.5,131.6,147.9,74.1,15.6,57.9,0.1,561.3
0,1.2,10.7,34.8,75,170.3,144.4,135.9,70.5,134.2,72.3,0.6,849.9
0.5,13.2,0.8,35.1,76.9,102,165.9,160.3,204.8,85.9,55.1,4.3,904.9
2,13.1,2.4,7.3,60.7,141.7,125.4,168.8,291.4,54.5,95.8,0.1,963.2
0.1,0,1.6,51.5,20.1,149.1,126,171.6,125.9,19.8,22.6,3.4,691.7
6.2,0,10.3,12.1,39.6,160.8,127.5,151.9,284.3,68.3,16.1,0.1,877.3
0.1,0,0.8,13.8,59.8,87.2,163.4,83.2,145.5,83.8,43.8,0,681.4
0,0,0,0.2,24.5,167.4,135.1,169,198.1,66.5,8.3,8.7,777.9
0.4,3.9,6.2,14.3,8,64.1,217.4,62.1,127.1,113.5,1.1,0.1,618.1
2.9,0,6.8,20.8,34.1,86.6,109.7,67.7,75.8,94.7,1.4,0.6,501.2
11,7.4,1.4,23.2,38.1,124.9,76.1,129,114.1,29.5,60.4,5.3,620.4
0.4,0.9,0.5,2,44.9,124,83.1,166.6,109.3,119.7,68.9,26.8,747.4
1.3,1.6,1.5,38.3,34.5,77.2,170.6,219.5,214.2,16.1,2,18.8,795.4
